------
Au1Cu1, tetragonal, P4/mmm
-------
11-20   0   bridge-c   Ga   -0.08100365999999504
11-20   0   bridge-d   Ni   -1.0187736599999955
11-20   0   bridge-e   Ga   -0.09413010999999649
11-20   0   bridge-g   Ga   -0.07987534999999646
11-20   0   bridge-h   Ni   -0.9880192299999937
11-20   0   bridge-i   Ni   -1.015946119999997
11-20   0   bridge-j   Ni   -1.0158271999999915
11-20   0   bridge-k   Ni   -1.0182033299999933
2-1-10   0   top-b   Ni   -0.506363330000001
2-1-10   0   top-c   Ga   -0.08746044999999647
2-1-10   0   top-d   Ni   -1.315814000000005
2-1-10   0   bridge-e   Ni   -1.3171457499999963
2-1-10   1   top-b   Ni   -0.8238637400000091
2-1-10   1   top-c   Ga   -0.007544160000010791
2-1-10   1   top-d   Ni   -1.2968915300000123
2-1-10   1   bridge-a   Ni   -0.8227871000000011
2-1-10   1   bridge-e   Ni   -1.2994014200000112
2-1-10   1   bridge-f   Ni   -1.2950287600000099
2-1-10   1   bridge-g   Ni   -0.8237790500000006
2-1-10   2   top-c   Ni   -0.47403706999999606
2-1-10   2   top-d   Ga   -0.0036041599999965257
------
Ga6Ni10, orthorhombic, Cmmm
-------
001   0   top-a   Ni   -1.3164121800000022
001   0   top-b   Ga   -0.09213485000000965
001   0   top-c   Ni   -1.3759225000000033
001   0   bridge-a   Ni   -1.3071561700000007
001   0   bridge-b   Ni   -1.559161210000001
001   0   bridge-c   Ni   -1.5762643300000025
001   0   bridge-d   Ni   -1.6069278600000008
001   1   top-a   Ga   -0.1101020800000061
001   1   top-b   Ni   -1.3016021400000017
001   1   bridge-a   Ni   -1.274976269999998
001   1   bridge-b   Ni   -1.2992786800000022
001   1   bridge-c   Ni   -1.2598488400000054
001   1   bridge-d   Ni   -1.3067703499999954
001   1   bridge-e   Ni   -0.8486562399999986
221   0   top-a   Ga   -0.1277852599999978
221   0   top-b   Ni   -0.8687906899999991
221   0   top-c   Ga   -0.0970927900000067
221   0   top-d   Ni   -1.198799249999995
221   0   bridge-a   Ga   -0.10880134999999491
221   0   bridge-b   Ni   -1.2146048000000054
221   0   bridge-c   Ni   -1.0520958400000087
221   0   bridge-d   Ni   -1.4585272199999952
221   0   bridge-e   Ni   -1.1360144100000031
221   0   bridge-f   Ni   -1.3568264599999953
221   0   bridge-g   Ni   -1.0586519200000044
221   0   bridge   Ni   -1.562912710000008
------
Ga4Pd4, cubic, P2_13
-------
------
Ga4Pt4, cubic, P2_13
-------
------
Ga8Pt4, cubic, Fm-3m
-------
100   0   top-a   Pt   -0.586066649999994
100   0   top-b   Pt   -0.8011493199999951
100   1   top-a   Ga   -0.08200030999999974
100   1   bridge-a   Ga   -0.5196381499999934
110   0   top-a   Ga   -0.1564991899999999
110   0   top-b   Pt   -0.6350755300000035
110   0   bridge-a   Pt   -0.6116503700000013
110   0   bridge-b   Pt   -0.5809483800000041
110   0   bridge-c   Ga   -0.058013850000003586
110   0   bridge-d   Ga   -0.2065470899999955
112   0   top-a   Ga   -0.27046637999998957
112   0   top-b   Pt   -0.2659679399999977
112   0   top-c   Pt   -0.5640430099999936
112   0   top-d   Ga   -0.07827710999998949
112   0   top-e   Ga   -0.051926729999992816
112   0   top-f   Pt   -0.8729903200000013
112   0   bridge-a   Pt   -0.24411750999999704
112   0   bridge-b   Pt   -1.0674776499999883
112   0   bridge-c   Pt   -0.8721680299999992
112   0   bridge-e   Pt   -0.8700946699999879
112   0   bridge-i   Pt   -0.23136023999998834
------
Ga4Pt12, tetragonal, I4/mcm
-------
001   0   top-a   Ga   0.10540858000000064
001   0   top-b   Pt   -1.6146330600000045
------
Cu1Ga2, tetragonal, P4/mmm
-------
001   0   top-a   Ga   -0.08107404999999979
100   0   top-a   Cu   -0.5490978299999991
100   0   top-b   Cu   -0.8101165300000002
100   0   bridge-a   Cu   -0.5851214699999989
100   0   bridge-b   Cu   -0.7725622199999993
100   0   bridge-c   Cu   -0.7585681900000001
100   0   bridge-d   Ga   -0.2022325899999995
110   0   top-a   Ga   0.05302750000000067
110   0   top-b   Cu   -0.31811101000000086
110   0   bridge-a   Cu   -0.24477877999999542
110   0   bridge-b   Ga   -0.009607649999997747
110   0   bridge-c   Cu   -0.29975812999999896
110   0   bridge-d   Ga   0.2757520400000022
------
Cu6Ga2, hexagonal, P6_3/mmc
-------
------
Ag6Ga3, hexagonal, P-62m
-------
0001   0   top-a   Ga   -0.037007170000000755
0001   0   top-b   Ga   0.06003321000000028
0001   0   top-c   Ag   -0.19991708000000052
0001   0   top-d   Ga   0.13163281000000104
0001   0   bridge-e   Ga   0.05998933000000051
0001   0   bridge-f   Ag   -0.12169352999999994
0001   1   top-a   Ag   -0.11368833000000045
0001   1   top-b   Ga   0.19152154999999915
0001   1   top-c   Ga   0.12340480999999848
0001   1   top-d   Ag   -0.16547118999999988
0001   1   bridge-a   Ag   -0.039006590000001395
0001   1   bridge-d   Ag   -0.11249986000000156
------
Au4Ga8, cubic, Fm-3m
-------
001   0   top-a   Ga   -0.07689792000000217
001   0   bridge-a   Ga   -0.1536302999999979
001   1   top-a   Au   0.06527285000000127
001   1   top-b   Au   -0.3230251699999993
110   0   top-a   Ga   0.050632099999999625
110   0   top-b   Au   -0.07185004000000283
110   0   bridge-a   Ga   -0.07936082000000688
110   0   bridge-b   Ga   -0.09123130000000579
110   0   bridge-c   Ga   0.052827399999996416
110   0   bridge-d   Ga   -0.1244856200000033
------
In1Rh1, cubic, Pm-3m
-------
100   0   top-a   Rh   -0.9921535900000027
100   0   top-b   In   -0.15286799000000606
100   1   top-a   Rh   -1.4759827300000001
100   1   top-b   Rh   -1.957011980000006
110   0   top-a   In   -0.07232564999999802
110   0   top-b   Rh   -1.5939063499999993
